952,52833492
953,52833576
951,52833659
952,52833742
952,52833827
952,52833910
953,52833993
952,52834077
953,52834161
953,52834244
952,52834328
953,52834411
951,52834494
951,52834578
953,52834662
952,52834745
952,52834829
952,52834912
952,52834997
952,52835082
953,52835165
954,52835250
953,52835334
953,52835417
952,52835500
953,52835584
953,52835667
952,52835751
953,52835835
951,52835918
952,52836002
951,52836086
953,52836169
954,52836252
953,52836336
953,52836419
952,52836503
953,52836587
952,52836670
952,52836753
953,52836837
952,52836921
953,52837004
953,52837087
953,52837171
952,52837255
953,52837338
952,52837422
952,52837505
953,52837589
953,52837672
953,52837756
953,52837839
952,52837923
952,52838007
953,52838090
952,52838173
952,52838257
953,52838340
952,52838424
952,52838508
951,52838591
952,52838674
952,52838758
952,52838842
953,52838925
952,52839008
953,52839092
952,52839176
952,52839259
953,52839343
952,52839426
953,52839510
952,52839594
952,52839677
952,52839760
953,52839844
953,52839928
952,52840011
953,52840095
952,52840178
953,52840262
953,52840345
953,52840429
951,52840512
952,52840595
952,52840679
952,52840763
954,52840846
952,52840929
953,52841013
951,52841097
952,52841180
952,52841264
952,52841347
952,52841431
951,52841514
952,52841598
952,52841681
953,52841764
952,52841849
952,52841932
953,52842015
953,52842099
953,52842183
952,52842266
953,52842350
954,52842433
952,52842516
952,52842601
952,52842684
953,52842767
953,52842851
952,52842934
953,52843018
952,52843101
953,52843185
952,52843268
952,52843352
951,52843435
952,52843519
952,52843602
952,52843685
952,52843770
953,52843853
953,52843936
952,52844020
951,52844104
951,52844187
952,52844270
953,52844354
951,52844437
953,52844521
952,52844605
952,52844688
952,52844771
952,52844856
953,52844939
953,52845022
954,52845106
952,52845189
953,52845273
954,52845357
954,52845440
953,52845523
953,52845607
952,52845691
952,52845774
953,52845857
953,52845941
952,52846025
953,52846108
953,52846192
952,52846275
952,52846358
953,52846442
953,52846526
953,52846609
953,52846693
953,52846777
953,52846860
953,52846943
953,52847027
951,52847110
952,52847194
952,52847278
953,52847361
954,52847444
953,52847528
952,52847612
951,52847695
952,52847778
953,52847862
952,52847946
953,52848029
952,52848113
952,52848196
953,52848280
953,52848363
954,52848447
952,52848530
953,52848614
953,52848698
953,52848781
953,52848864
953,52848948
953,52849031
953,52849115
953,52849199
953,52849282
952,52849365
952,52849449
953,52849533
952,52849616
953,52849699
953,52849783
952,52849867
954,52849950
952,52850034
953,52850117
953,52850201
953,52850285
953,52850368
954,52850451
954,52850535
953,52850619
953,52850702
952,52850785
953,52850869
953,52850953
953,52851036
953,52851120
953,52851203
953,52851286
952,52851370
953,52851454
954,52851537
953,52851620
953,52851704
952,52851788
954,52851871
952,52851955
953,52852038
952,52852122
953,52852205
953,52852289
953,52852372
954,52852455
955,52852540
953,52852623
954,52852706
953,52852790
953,52852874
953,52852957
953,52853041
953,52853124
953,52853207
953,52853292
953,52853375
954,52853458
953,52853542
953,52853625
952,52853709
953,52853792
952,52853876
953,52853959
953,52854043
952,52854126
953,52854210
953,52854293
953,52854376
953,52854461
953,52854544
953,52854627
953,52854711
953,52854795
952,52854878
953,52854961
952,52855045
953,52855128
952,52855212
952,52855296
954,52855379
952,52855462
953,52855547
952,52855630
953,52855713
953,52855797
952,52855880
953,52855964
952,52856048
953,52856131
954,52856214
953,52856298
953,52856382
953,52856465
953,52856548
953,52856632
952,52856716
954,52856799
953,52856882
953,52856966
953,52857049
953,52857133
953,52857217
953,52857300
952,52857383
953,52857468
953,52857551
953,52857634
952,52857718
952,52857801
953,52857885
953,52857968
953,52858052
952,52858135
953,52858219
953,52858303
953,52858387
953,52858470
953,52858553
952,52858638
952,52858721
953,52858804
953,52858888
953,52858971
953,52859055
952,52859138
953,52859222
953,52859305
953,52859390
952,52859473
953,52859556
953,52859640
953,52859723
953,52859807
953,52859891
953,52859974
951,52860057
952,52860141
953,52860225
953,52860308
953,52860392
953,52860475
952,52860559
952,52860643
953,52860726
953,52860809
952,52860894
952,52860977
953,52861060
953,52861144
952,52861227
953,52861311
954,52861395
953,52861478
954,52861561
953,52861645
954,52861729
953,52861812
953,52861895
953,52861979
953,52862063
953,52862146
952,52862229
954,52862313
954,52862396
953,52862480
953,52862564
954,52862647
955,52862730
952,52862814
954,52862898
952,52862981
953,52863064
954,52863148
952,52863232
953,52863315
953,52863399
953,52863482
952,52863566
953,52863650
954,52863733
954,52863816
953,52863900
953,52863984
953,52864067
953,52864151
953,52864234
954,52864318
952,52864401
952,52864485
953,52864568
953,52864651
953,52864735
954,52864819
952,52864902
953,52864986
954,52865069
953,52865153
952,52865236
952,52865320
953,52865403
953,52865487
953,52865571
954,52865654
954,52865737
954,52865821
953,52865905
